"database_id","drug_concept_id","drug","ingredient_concept_id","ingredient","variable","n_records","n_records_not_missing_value","n_records_missing_value","proportion_records_missing_value","result_obscured"
"CPRD GOLD",21140596,"Ciprofloxacin 250 MG Oral Tablet by Sandoz",1797513,"ciprofloxacin",NA,NA,NA,NA,NA,TRUE
"CPRD GOLD",21140596,"Ciprofloxacin 250 MG Oral Tablet by Sandoz",1797513,"ciprofloxacin",NA,NA,NA,NA,NA,TRUE
"CPRD GOLD",21140596,"Ciprofloxacin 250 MG Oral Tablet by Sandoz",1797513,"ciprofloxacin",NA,NA,NA,NA,NA,TRUE
"CPRD GOLD",21140596,"Ciprofloxacin 250 MG Oral Tablet by Sandoz",1797513,"ciprofloxacin",NA,NA,NA,NA,NA,TRUE
"CPRD GOLD",46287384,"200 ML ciprofloxacin 2 MG/ML Injection",1797513,"ciprofloxacin",NA,NA,NA,NA,NA,TRUE
"CPRD GOLD",46287384,"200 ML ciprofloxacin 2 MG/ML Injection",1797513,"ciprofloxacin",NA,NA,NA,NA,NA,TRUE
"CPRD GOLD",46287384,"200 ML ciprofloxacin 2 MG/ML Injection",1797513,"ciprofloxacin",NA,NA,NA,NA,NA,TRUE
"CPRD GOLD",46287384,"200 ML ciprofloxacin 2 MG/ML Injection",1797513,"ciprofloxacin",NA,NA,NA,NA,NA,TRUE
"CPRD GOLD",46287384,"200 ML ciprofloxacin 2 MG/ML Injection",1797513,"ciprofloxacin",NA,NA,NA,NA,NA,TRUE
"CPRD GOLD",46287384,"200 ML ciprofloxacin 2 MG/ML Injection",1797513,"ciprofloxacin",NA,NA,NA,NA,NA,TRUE
"CPRD GOLD",46287384,"200 ML ciprofloxacin 2 MG/ML Injection",1797513,"ciprofloxacin",NA,NA,NA,NA,NA,TRUE
"CPRD GOLD",46287384,"200 ML ciprofloxacin 2 MG/ML Injection",1797513,"ciprofloxacin",NA,NA,NA,NA,NA,TRUE
"CPRD GOLD",46287384,"200 ML ciprofloxacin 2 MG/ML Injection",1797513,"ciprofloxacin",NA,NA,NA,NA,NA,TRUE
"CPRD GOLD",46287384,"200 ML ciprofloxacin 2 MG/ML Injection",1797513,"ciprofloxacin",NA,NA,NA,NA,NA,TRUE
"CPRD GOLD",46287384,"200 ML ciprofloxacin 2 MG/ML Injection",1797513,"ciprofloxacin",NA,NA,NA,NA,NA,TRUE
"CPRD GOLD",46287384,"200 ML ciprofloxacin 2 MG/ML Injection",1797513,"ciprofloxacin",NA,NA,NA,NA,NA,TRUE
"CPRD GOLD",46287384,"200 ML ciprofloxacin 2 MG/ML Injection",1797513,"ciprofloxacin",NA,NA,NA,NA,NA,TRUE
"CPRD GOLD",46287384,"200 ML ciprofloxacin 2 MG/ML Injection",1797513,"ciprofloxacin",NA,NA,NA,NA,NA,TRUE
"CPRD GOLD",46287384,"200 ML ciprofloxacin 2 MG/ML Injection",1797513,"ciprofloxacin",NA,NA,NA,NA,NA,TRUE
"CPRD GOLD",46287384,"200 ML ciprofloxacin 2 MG/ML Injection",1797513,"ciprofloxacin",NA,NA,NA,NA,NA,TRUE
"CPRD GOLD",46287384,"200 ML ciprofloxacin 2 MG/ML Injection",1797513,"ciprofloxacin",NA,NA,NA,NA,NA,TRUE
"CPRD GOLD",46287384,"200 ML ciprofloxacin 2 MG/ML Injection",1797513,"ciprofloxacin",NA,NA,NA,NA,NA,TRUE
"CPRD GOLD",21042509,"Ciprofloxacin 250 MG Oral Tablet by Actavis",1797513,"ciprofloxacin","n_missing_drug_exposure_start_date",11,11,0,0,FALSE
"CPRD GOLD",21042509,"Ciprofloxacin 250 MG Oral Tablet by Actavis",1797513,"ciprofloxacin","n_missing_drug_exposure_end_date",11,11,0,0,FALSE
"CPRD GOLD",21042509,"Ciprofloxacin 250 MG Oral Tablet by Actavis",1797513,"ciprofloxacin","n_missing_verbatim_end_date",11,0,11,1,FALSE
"CPRD GOLD",21042509,"Ciprofloxacin 250 MG Oral Tablet by Actavis",1797513,"ciprofloxacin","n_missing_drug_type_concept_id",11,11,0,0,FALSE
"CPRD GOLD",21042509,"Ciprofloxacin 250 MG Oral Tablet by Actavis",1797513,"ciprofloxacin","n_missing_stop_reason",11,0,11,1,FALSE
"CPRD GOLD",21042509,"Ciprofloxacin 250 MG Oral Tablet by Actavis",1797513,"ciprofloxacin","n_missing_refills",11,11,0,0,FALSE
"CPRD GOLD",21042509,"Ciprofloxacin 250 MG Oral Tablet by Actavis",1797513,"ciprofloxacin","n_missing_quantity",11,11,0,0,FALSE
"CPRD GOLD",21042509,"Ciprofloxacin 250 MG Oral Tablet by Actavis",1797513,"ciprofloxacin","n_missing_days_supply",11,11,0,0,FALSE
"CPRD GOLD",21042509,"Ciprofloxacin 250 MG Oral Tablet by Actavis",1797513,"ciprofloxacin","n_missing_sig",11,11,0,0,FALSE
"CPRD GOLD",21042509,"Ciprofloxacin 250 MG Oral Tablet by Actavis",1797513,"ciprofloxacin","n_missing_route_concept_id",11,11,0,0,FALSE
"CPRD GOLD",21042509,"Ciprofloxacin 250 MG Oral Tablet by Actavis",1797513,"ciprofloxacin","n_missing_lot_number",11,0,11,1,FALSE
"CPRD GOLD",21042509,"Ciprofloxacin 250 MG Oral Tablet by Actavis",1797513,"ciprofloxacin","n_missing_provider_id",11,11,0,0,FALSE
"CPRD GOLD",21042509,"Ciprofloxacin 250 MG Oral Tablet by Actavis",1797513,"ciprofloxacin","n_missing_visit_occurrence_id",11,11,0,0,FALSE
"CPRD GOLD",21042509,"Ciprofloxacin 250 MG Oral Tablet by Actavis",1797513,"ciprofloxacin","n_missing_visit_detail_id",11,11,0,0,FALSE
"CPRD GOLD",21042509,"Ciprofloxacin 250 MG Oral Tablet by Actavis",1797513,"ciprofloxacin","n_missing_drug_source_value",11,11,0,0,FALSE
"CPRD GOLD",21042509,"Ciprofloxacin 250 MG Oral Tablet by Actavis",1797513,"ciprofloxacin","n_missing_drug_source_concept_id",11,11,0,0,FALSE
"CPRD GOLD",21042509,"Ciprofloxacin 250 MG Oral Tablet by Actavis",1797513,"ciprofloxacin","n_missing_route_source_value",11,0,11,1,FALSE
"CPRD GOLD",21042509,"Ciprofloxacin 250 MG Oral Tablet by Actavis",1797513,"ciprofloxacin","n_missing_dose_unit_source_value",11,0,11,1,FALSE
"CPRD GOLD",21111217,"Ciprofloxacin 50 MG/ML Oral Suspension [Ciproxin] by Bayer",1797513,"ciprofloxacin","n_missing_drug_exposure_start_date",1511,1511,0,0,FALSE
"CPRD GOLD",21111217,"Ciprofloxacin 50 MG/ML Oral Suspension [Ciproxin] by Bayer",1797513,"ciprofloxacin","n_missing_drug_exposure_end_date",1511,1511,0,0,FALSE
"CPRD GOLD",21111217,"Ciprofloxacin 50 MG/ML Oral Suspension [Ciproxin] by Bayer",1797513,"ciprofloxacin","n_missing_verbatim_end_date",1511,0,1511,1,FALSE
"CPRD GOLD",21111217,"Ciprofloxacin 50 MG/ML Oral Suspension [Ciproxin] by Bayer",1797513,"ciprofloxacin","n_missing_drug_type_concept_id",1511,1511,0,0,FALSE
"CPRD GOLD",21111217,"Ciprofloxacin 50 MG/ML Oral Suspension [Ciproxin] by Bayer",1797513,"ciprofloxacin","n_missing_stop_reason",1511,0,1511,1,FALSE
"CPRD GOLD",21111217,"Ciprofloxacin 50 MG/ML Oral Suspension [Ciproxin] by Bayer",1797513,"ciprofloxacin","n_missing_refills",1511,1511,0,0,FALSE
"CPRD GOLD",21111217,"Ciprofloxacin 50 MG/ML Oral Suspension [Ciproxin] by Bayer",1797513,"ciprofloxacin","n_missing_quantity",1511,1511,0,0,FALSE
"CPRD GOLD",21111217,"Ciprofloxacin 50 MG/ML Oral Suspension [Ciproxin] by Bayer",1797513,"ciprofloxacin","n_missing_days_supply",1511,1511,0,0,FALSE
"CPRD GOLD",21111217,"Ciprofloxacin 50 MG/ML Oral Suspension [Ciproxin] by Bayer",1797513,"ciprofloxacin","n_missing_sig",1511,1511,0,0,FALSE
"CPRD GOLD",21111217,"Ciprofloxacin 50 MG/ML Oral Suspension [Ciproxin] by Bayer",1797513,"ciprofloxacin","n_missing_route_concept_id",1511,1511,0,0,FALSE
"CPRD GOLD",21111217,"Ciprofloxacin 50 MG/ML Oral Suspension [Ciproxin] by Bayer",1797513,"ciprofloxacin","n_missing_lot_number",1511,0,1511,1,FALSE
"CPRD GOLD",21111217,"Ciprofloxacin 50 MG/ML Oral Suspension [Ciproxin] by Bayer",1797513,"ciprofloxacin","n_missing_provider_id",1511,1458,53,0.0350761085373925,FALSE
"CPRD GOLD",21111217,"Ciprofloxacin 50 MG/ML Oral Suspension [Ciproxin] by Bayer",1797513,"ciprofloxacin","n_missing_visit_occurrence_id",1511,1511,0,0,FALSE
"CPRD GOLD",21111217,"Ciprofloxacin 50 MG/ML Oral Suspension [Ciproxin] by Bayer",1797513,"ciprofloxacin","n_missing_visit_detail_id",1511,1511,0,0,FALSE
"CPRD GOLD",21111217,"Ciprofloxacin 50 MG/ML Oral Suspension [Ciproxin] by Bayer",1797513,"ciprofloxacin","n_missing_drug_source_value",1511,1511,0,0,FALSE
"CPRD GOLD",21111217,"Ciprofloxacin 50 MG/ML Oral Suspension [Ciproxin] by Bayer",1797513,"ciprofloxacin","n_missing_drug_source_concept_id",1511,1511,0,0,FALSE
"CPRD GOLD",21111217,"Ciprofloxacin 50 MG/ML Oral Suspension [Ciproxin] by Bayer",1797513,"ciprofloxacin","n_missing_route_source_value",1511,0,1511,1,FALSE
"CPRD GOLD",21111217,"Ciprofloxacin 50 MG/ML Oral Suspension [Ciproxin] by Bayer",1797513,"ciprofloxacin","n_missing_dose_unit_source_value",1511,0,1511,1,FALSE
"CPRD GOLD",21022833,"Ciprofloxacin 250 MG Oral Tablet by A A H",1797513,"ciprofloxacin","n_missing_drug_exposure_start_date",11,11,0,0,FALSE
"CPRD GOLD",21022833,"Ciprofloxacin 250 MG Oral Tablet by A A H",1797513,"ciprofloxacin","n_missing_drug_exposure_end_date",11,11,0,0,FALSE
"CPRD GOLD",21022833,"Ciprofloxacin 250 MG Oral Tablet by A A H",1797513,"ciprofloxacin","n_missing_verbatim_end_date",11,0,11,1,FALSE
"CPRD GOLD",21022833,"Ciprofloxacin 250 MG Oral Tablet by A A H",1797513,"ciprofloxacin","n_missing_drug_type_concept_id",11,11,0,0,FALSE
"CPRD GOLD",21022833,"Ciprofloxacin 250 MG Oral Tablet by A A H",1797513,"ciprofloxacin","n_missing_stop_reason",11,0,11,1,FALSE
"CPRD GOLD",21022833,"Ciprofloxacin 250 MG Oral Tablet by A A H",1797513,"ciprofloxacin","n_missing_refills",11,11,0,0,FALSE
"CPRD GOLD",21022833,"Ciprofloxacin 250 MG Oral Tablet by A A H",1797513,"ciprofloxacin","n_missing_quantity",11,11,0,0,FALSE
"CPRD GOLD",21022833,"Ciprofloxacin 250 MG Oral Tablet by A A H",1797513,"ciprofloxacin","n_missing_days_supply",11,11,0,0,FALSE
"CPRD GOLD",21022833,"Ciprofloxacin 250 MG Oral Tablet by A A H",1797513,"ciprofloxacin","n_missing_sig",11,11,0,0,FALSE
"CPRD GOLD",21022833,"Ciprofloxacin 250 MG Oral Tablet by A A H",1797513,"ciprofloxacin","n_missing_route_concept_id",11,11,0,0,FALSE
"CPRD GOLD",21022833,"Ciprofloxacin 250 MG Oral Tablet by A A H",1797513,"ciprofloxacin","n_missing_lot_number",11,0,11,1,FALSE
"CPRD GOLD",21022833,"Ciprofloxacin 250 MG Oral Tablet by A A H",1797513,"ciprofloxacin","n_missing_provider_id",11,11,0,0,FALSE
"CPRD GOLD",21022833,"Ciprofloxacin 250 MG Oral Tablet by A A H",1797513,"ciprofloxacin","n_missing_visit_occurrence_id",11,11,0,0,FALSE
"CPRD GOLD",21022833,"Ciprofloxacin 250 MG Oral Tablet by A A H",1797513,"ciprofloxacin","n_missing_visit_detail_id",11,11,0,0,FALSE
"CPRD GOLD",21022833,"Ciprofloxacin 250 MG Oral Tablet by A A H",1797513,"ciprofloxacin","n_missing_drug_source_value",11,11,0,0,FALSE
"CPRD GOLD",21022833,"Ciprofloxacin 250 MG Oral Tablet by A A H",1797513,"ciprofloxacin","n_missing_drug_source_concept_id",11,11,0,0,FALSE
"CPRD GOLD",21022833,"Ciprofloxacin 250 MG Oral Tablet by A A H",1797513,"ciprofloxacin","n_missing_route_source_value",11,0,11,1,FALSE
"CPRD GOLD",21022833,"Ciprofloxacin 250 MG Oral Tablet by A A H",1797513,"ciprofloxacin","n_missing_dose_unit_source_value",11,0,11,1,FALSE
"CPRD GOLD",19075378,"ciprofloxacin 3 MG/ML Ophthalmic Solution",1797513,"ciprofloxacin","n_missing_drug_exposure_start_date",31163,31163,0,0,FALSE
"CPRD GOLD",19075378,"ciprofloxacin 3 MG/ML Ophthalmic Solution",1797513,"ciprofloxacin","n_missing_drug_exposure_end_date",31163,31163,0,0,FALSE
"CPRD GOLD",19075378,"ciprofloxacin 3 MG/ML Ophthalmic Solution",1797513,"ciprofloxacin","n_missing_verbatim_end_date",31163,0,31163,1,FALSE
"CPRD GOLD",19075378,"ciprofloxacin 3 MG/ML Ophthalmic Solution",1797513,"ciprofloxacin","n_missing_drug_type_concept_id",31163,31163,0,0,FALSE
"CPRD GOLD",19075378,"ciprofloxacin 3 MG/ML Ophthalmic Solution",1797513,"ciprofloxacin","n_missing_stop_reason",31163,0,31163,1,FALSE
"CPRD GOLD",19075378,"ciprofloxacin 3 MG/ML Ophthalmic Solution",1797513,"ciprofloxacin","n_missing_refills",31163,31163,0,0,FALSE
"CPRD GOLD",19075378,"ciprofloxacin 3 MG/ML Ophthalmic Solution",1797513,"ciprofloxacin","n_missing_quantity",31163,31160,3,9.62680101402304e-05,FALSE
"CPRD GOLD",19075378,"ciprofloxacin 3 MG/ML Ophthalmic Solution",1797513,"ciprofloxacin","n_missing_days_supply",31163,31163,0,0,FALSE
"CPRD GOLD",19075378,"ciprofloxacin 3 MG/ML Ophthalmic Solution",1797513,"ciprofloxacin","n_missing_sig",31163,31163,0,0,FALSE
"CPRD GOLD",19075378,"ciprofloxacin 3 MG/ML Ophthalmic Solution",1797513,"ciprofloxacin","n_missing_route_concept_id",31163,31163,0,0,FALSE
"CPRD GOLD",19075378,"ciprofloxacin 3 MG/ML Ophthalmic Solution",1797513,"ciprofloxacin","n_missing_lot_number",31163,0,31163,1,FALSE
"CPRD GOLD",19075378,"ciprofloxacin 3 MG/ML Ophthalmic Solution",1797513,"ciprofloxacin","n_missing_provider_id",31163,30931,232,0.00744472611751115,FALSE
"CPRD GOLD",19075378,"ciprofloxacin 3 MG/ML Ophthalmic Solution",1797513,"ciprofloxacin","n_missing_visit_occurrence_id",31163,31163,0,0,FALSE
"CPRD GOLD",19075378,"ciprofloxacin 3 MG/ML Ophthalmic Solution",1797513,"ciprofloxacin","n_missing_visit_detail_id",31163,31163,0,0,FALSE
"CPRD GOLD",19075378,"ciprofloxacin 3 MG/ML Ophthalmic Solution",1797513,"ciprofloxacin","n_missing_drug_source_value",31163,31163,0,0,FALSE
"CPRD GOLD",19075378,"ciprofloxacin 3 MG/ML Ophthalmic Solution",1797513,"ciprofloxacin","n_missing_drug_source_concept_id",31163,31163,0,0,FALSE
"CPRD GOLD",19075378,"ciprofloxacin 3 MG/ML Ophthalmic Solution",1797513,"ciprofloxacin","n_missing_route_source_value",31163,0,31163,1,FALSE
"CPRD GOLD",19075378,"ciprofloxacin 3 MG/ML Ophthalmic Solution",1797513,"ciprofloxacin","n_missing_dose_unit_source_value",31163,0,31163,1,FALSE
"CPRD GOLD",1797580,"ciprofloxacin 500 MG Extended Release Oral Tablet",1797513,"ciprofloxacin","n_missing_drug_exposure_start_date",6,6,0,0,FALSE
"CPRD GOLD",1797580,"ciprofloxacin 500 MG Extended Release Oral Tablet",1797513,"ciprofloxacin","n_missing_drug_exposure_end_date",6,6,0,0,FALSE
"CPRD GOLD",1797580,"ciprofloxacin 500 MG Extended Release Oral Tablet",1797513,"ciprofloxacin","n_missing_verbatim_end_date",6,0,6,1,FALSE
"CPRD GOLD",1797580,"ciprofloxacin 500 MG Extended Release Oral Tablet",1797513,"ciprofloxacin","n_missing_drug_type_concept_id",6,6,0,0,FALSE
"CPRD GOLD",1797580,"ciprofloxacin 500 MG Extended Release Oral Tablet",1797513,"ciprofloxacin","n_missing_stop_reason",6,0,6,1,FALSE
"CPRD GOLD",1797580,"ciprofloxacin 500 MG Extended Release Oral Tablet",1797513,"ciprofloxacin","n_missing_refills",6,6,0,0,FALSE
"CPRD GOLD",1797580,"ciprofloxacin 500 MG Extended Release Oral Tablet",1797513,"ciprofloxacin","n_missing_quantity",6,6,0,0,FALSE
"CPRD GOLD",1797580,"ciprofloxacin 500 MG Extended Release Oral Tablet",1797513,"ciprofloxacin","n_missing_days_supply",6,6,0,0,FALSE
"CPRD GOLD",1797580,"ciprofloxacin 500 MG Extended Release Oral Tablet",1797513,"ciprofloxacin","n_missing_sig",6,6,0,0,FALSE
"CPRD GOLD",1797580,"ciprofloxacin 500 MG Extended Release Oral Tablet",1797513,"ciprofloxacin","n_missing_route_concept_id",6,6,0,0,FALSE
"CPRD GOLD",1797580,"ciprofloxacin 500 MG Extended Release Oral Tablet",1797513,"ciprofloxacin","n_missing_lot_number",6,0,6,1,FALSE
"CPRD GOLD",1797580,"ciprofloxacin 500 MG Extended Release Oral Tablet",1797513,"ciprofloxacin","n_missing_provider_id",6,6,0,0,FALSE
"CPRD GOLD",1797580,"ciprofloxacin 500 MG Extended Release Oral Tablet",1797513,"ciprofloxacin","n_missing_visit_occurrence_id",6,6,0,0,FALSE
"CPRD GOLD",1797580,"ciprofloxacin 500 MG Extended Release Oral Tablet",1797513,"ciprofloxacin","n_missing_visit_detail_id",6,6,0,0,FALSE
"CPRD GOLD",1797580,"ciprofloxacin 500 MG Extended Release Oral Tablet",1797513,"ciprofloxacin","n_missing_drug_source_value",6,6,0,0,FALSE
"CPRD GOLD",1797580,"ciprofloxacin 500 MG Extended Release Oral Tablet",1797513,"ciprofloxacin","n_missing_drug_source_concept_id",6,6,0,0,FALSE
"CPRD GOLD",1797580,"ciprofloxacin 500 MG Extended Release Oral Tablet",1797513,"ciprofloxacin","n_missing_route_source_value",6,0,6,1,FALSE
"CPRD GOLD",1797580,"ciprofloxacin 500 MG Extended Release Oral Tablet",1797513,"ciprofloxacin","n_missing_dose_unit_source_value",6,0,6,1,FALSE
"CPRD GOLD",21150449,"Ciprofloxacin 750 MG Oral Tablet by A A H",1797513,"ciprofloxacin","n_missing_drug_exposure_start_date",5,5,0,0,FALSE
"CPRD GOLD",21150449,"Ciprofloxacin 750 MG Oral Tablet by A A H",1797513,"ciprofloxacin","n_missing_drug_exposure_end_date",5,5,0,0,FALSE
"CPRD GOLD",21150449,"Ciprofloxacin 750 MG Oral Tablet by A A H",1797513,"ciprofloxacin","n_missing_verbatim_end_date",5,0,5,1,FALSE
"CPRD GOLD",21150449,"Ciprofloxacin 750 MG Oral Tablet by A A H",1797513,"ciprofloxacin","n_missing_drug_type_concept_id",5,5,0,0,FALSE
"CPRD GOLD",21150449,"Ciprofloxacin 750 MG Oral Tablet by A A H",1797513,"ciprofloxacin","n_missing_stop_reason",5,0,5,1,FALSE
"CPRD GOLD",21150449,"Ciprofloxacin 750 MG Oral Tablet by A A H",1797513,"ciprofloxacin","n_missing_refills",5,5,0,0,FALSE
"CPRD GOLD",21150449,"Ciprofloxacin 750 MG Oral Tablet by A A H",1797513,"ciprofloxacin","n_missing_quantity",5,5,0,0,FALSE
"CPRD GOLD",21150449,"Ciprofloxacin 750 MG Oral Tablet by A A H",1797513,"ciprofloxacin","n_missing_days_supply",5,5,0,0,FALSE
"CPRD GOLD",21150449,"Ciprofloxacin 750 MG Oral Tablet by A A H",1797513,"ciprofloxacin","n_missing_sig",5,5,0,0,FALSE
"CPRD GOLD",21150449,"Ciprofloxacin 750 MG Oral Tablet by A A H",1797513,"ciprofloxacin","n_missing_route_concept_id",5,5,0,0,FALSE
"CPRD GOLD",21150449,"Ciprofloxacin 750 MG Oral Tablet by A A H",1797513,"ciprofloxacin","n_missing_lot_number",5,0,5,1,FALSE
"CPRD GOLD",21150449,"Ciprofloxacin 750 MG Oral Tablet by A A H",1797513,"ciprofloxacin","n_missing_provider_id",5,5,0,0,FALSE
"CPRD GOLD",21150449,"Ciprofloxacin 750 MG Oral Tablet by A A H",1797513,"ciprofloxacin","n_missing_visit_occurrence_id",5,5,0,0,FALSE
"CPRD GOLD",21150449,"Ciprofloxacin 750 MG Oral Tablet by A A H",1797513,"ciprofloxacin","n_missing_visit_detail_id",5,5,0,0,FALSE
"CPRD GOLD",21150449,"Ciprofloxacin 750 MG Oral Tablet by A A H",1797513,"ciprofloxacin","n_missing_drug_source_value",5,5,0,0,FALSE
"CPRD GOLD",21150449,"Ciprofloxacin 750 MG Oral Tablet by A A H",1797513,"ciprofloxacin","n_missing_drug_source_concept_id",5,5,0,0,FALSE
"CPRD GOLD",21150449,"Ciprofloxacin 750 MG Oral Tablet by A A H",1797513,"ciprofloxacin","n_missing_route_source_value",5,0,5,1,FALSE
"CPRD GOLD",21150449,"Ciprofloxacin 750 MG Oral Tablet by A A H",1797513,"ciprofloxacin","n_missing_dose_unit_source_value",5,0,5,1,FALSE
"CPRD GOLD",1797516,"ciprofloxacin 750 MG Oral Tablet",1797513,"ciprofloxacin","n_missing_drug_exposure_start_date",13820,13820,0,0,FALSE
"CPRD GOLD",1797516,"ciprofloxacin 750 MG Oral Tablet",1797513,"ciprofloxacin","n_missing_drug_exposure_end_date",13820,13820,0,0,FALSE
"CPRD GOLD",1797516,"ciprofloxacin 750 MG Oral Tablet",1797513,"ciprofloxacin","n_missing_verbatim_end_date",13820,0,13820,1,FALSE
"CPRD GOLD",1797516,"ciprofloxacin 750 MG Oral Tablet",1797513,"ciprofloxacin","n_missing_drug_type_concept_id",13820,13820,0,0,FALSE
"CPRD GOLD",1797516,"ciprofloxacin 750 MG Oral Tablet",1797513,"ciprofloxacin","n_missing_stop_reason",13820,0,13820,1,FALSE
"CPRD GOLD",1797516,"ciprofloxacin 750 MG Oral Tablet",1797513,"ciprofloxacin","n_missing_refills",13820,13820,0,0,FALSE
"CPRD GOLD",1797516,"ciprofloxacin 750 MG Oral Tablet",1797513,"ciprofloxacin","n_missing_quantity",13820,13810,10,0.000723589001447178,FALSE
"CPRD GOLD",1797516,"ciprofloxacin 750 MG Oral Tablet",1797513,"ciprofloxacin","n_missing_days_supply",13820,13820,0,0,FALSE
"CPRD GOLD",1797516,"ciprofloxacin 750 MG Oral Tablet",1797513,"ciprofloxacin","n_missing_sig",13820,13820,0,0,FALSE
"CPRD GOLD",1797516,"ciprofloxacin 750 MG Oral Tablet",1797513,"ciprofloxacin","n_missing_route_concept_id",13820,13820,0,0,FALSE
"CPRD GOLD",1797516,"ciprofloxacin 750 MG Oral Tablet",1797513,"ciprofloxacin","n_missing_lot_number",13820,0,13820,1,FALSE
"CPRD GOLD",1797516,"ciprofloxacin 750 MG Oral Tablet",1797513,"ciprofloxacin","n_missing_provider_id",13820,13631,189,0.0136758321273517,FALSE
"CPRD GOLD",1797516,"ciprofloxacin 750 MG Oral Tablet",1797513,"ciprofloxacin","n_missing_visit_occurrence_id",13820,13820,0,0,FALSE
"CPRD GOLD",1797516,"ciprofloxacin 750 MG Oral Tablet",1797513,"ciprofloxacin","n_missing_visit_detail_id",13820,13820,0,0,FALSE
"CPRD GOLD",1797516,"ciprofloxacin 750 MG Oral Tablet",1797513,"ciprofloxacin","n_missing_drug_source_value",13820,13820,0,0,FALSE
"CPRD GOLD",1797516,"ciprofloxacin 750 MG Oral Tablet",1797513,"ciprofloxacin","n_missing_drug_source_concept_id",13820,13820,0,0,FALSE
"CPRD GOLD",1797516,"ciprofloxacin 750 MG Oral Tablet",1797513,"ciprofloxacin","n_missing_route_source_value",13820,0,13820,1,FALSE
"CPRD GOLD",1797516,"ciprofloxacin 750 MG Oral Tablet",1797513,"ciprofloxacin","n_missing_dose_unit_source_value",13820,0,13820,1,FALSE
"CPRD GOLD",21042519,"Ciprofloxacin 500 MG Oral Tablet by Actavis",1797513,"ciprofloxacin","n_missing_drug_exposure_start_date",12,12,0,0,FALSE
"CPRD GOLD",21042519,"Ciprofloxacin 500 MG Oral Tablet by Actavis",1797513,"ciprofloxacin","n_missing_drug_exposure_end_date",12,12,0,0,FALSE
"CPRD GOLD",21042519,"Ciprofloxacin 500 MG Oral Tablet by Actavis",1797513,"ciprofloxacin","n_missing_verbatim_end_date",12,0,12,1,FALSE
"CPRD GOLD",21042519,"Ciprofloxacin 500 MG Oral Tablet by Actavis",1797513,"ciprofloxacin","n_missing_drug_type_concept_id",12,12,0,0,FALSE
"CPRD GOLD",21042519,"Ciprofloxacin 500 MG Oral Tablet by Actavis",1797513,"ciprofloxacin","n_missing_stop_reason",12,0,12,1,FALSE
"CPRD GOLD",21042519,"Ciprofloxacin 500 MG Oral Tablet by Actavis",1797513,"ciprofloxacin","n_missing_refills",12,12,0,0,FALSE
"CPRD GOLD",21042519,"Ciprofloxacin 500 MG Oral Tablet by Actavis",1797513,"ciprofloxacin","n_missing_quantity",12,12,0,0,FALSE
"CPRD GOLD",21042519,"Ciprofloxacin 500 MG Oral Tablet by Actavis",1797513,"ciprofloxacin","n_missing_days_supply",12,12,0,0,FALSE
"CPRD GOLD",21042519,"Ciprofloxacin 500 MG Oral Tablet by Actavis",1797513,"ciprofloxacin","n_missing_sig",12,12,0,0,FALSE
